                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    152,                 1.1046,                 1.0124,                 1.1778,                0.79971,                0.71223,                0.77511,                0.53415,                 1.3082,                 1.3718,                 1.4888,               0.005017,               0.005017,               0.005017
                    153,                 1.1364,                 1.0927,                 1.2189,                 0.7643,                0.69042,                0.75493,                 0.5169,                 1.3128,                 1.4341,                 1.4914,               0.004984,               0.004984,               0.004984
                    154,                 1.0965,                 1.0448,                 1.1905,                 0.7172,                 0.7282,                0.77398,                0.51285,                 1.3449,                 1.4371,                 1.5308,               0.004951,               0.004951,               0.004951
                    155,                 1.1171,                 1.0736,                 1.2029,                0.77383,                0.68614,                0.76756,                0.52818,                 1.2896,                 1.3919,                  1.484,               0.004918,               0.004918,               0.004918
                    156,                 1.1105,                 1.0249,                 1.1842,                 0.7807,                0.69115,                0.77064,                0.53572,                 1.2752,                 1.3536,                 1.4589,               0.004885,               0.004885,               0.004885
                    157,                 1.0774,                 1.0272,                 1.1704,                0.78292,                0.69379,                0.77672,                0.53628,                 1.3081,                  1.406,                 1.4859,               0.004852,               0.004852,               0.004852
                    158,                 1.1071,                  1.086,                 1.2077,                0.77795,                0.70512,                0.77238,                0.53176,                   1.31,                 1.4156,                 1.4942,               0.004819,               0.004819,               0.004819
                    159,                 1.0965,                 1.0134,                 1.1991,                0.78651,                0.69676,                 0.7699,                 0.5333,                 1.3172,                  1.432,                 1.4858,               0.004786,               0.004786,               0.004786
                    160,                 1.0848,                 1.0367,                 1.1937,                0.78668,                0.69012,                0.76963,                0.52799,                 1.3183,                 1.4392,                 1.5098,               0.004753,               0.004753,               0.004753
                    161,                 1.0932,                 1.0242,                 1.1857,                0.81985,                 0.6992,                0.78309,                0.53818,                 1.2808,                 1.3821,                 1.4588,                0.00472,                0.00472,                0.00472
                    162,                 1.0655,                0.99456,                 1.1707,                0.72432,                0.70457,                0.77236,                0.52143,                 1.3663,                 1.4783,                 1.5161,               0.004687,               0.004687,               0.004687
                    163,                 1.0944,                 1.0066,                 1.1824,                0.79269,                0.70938,                0.78362,                0.53808,                 1.3187,                 1.3942,                 1.4938,               0.004654,               0.004654,               0.004654
                    164,                 1.0658,                0.97542,                 1.1734,                0.78214,                0.69677,                0.76143,                0.52136,                 1.3329,                 1.3549,                 1.5218,               0.004621,               0.004621,               0.004621
                    165,                 1.0982,                 1.0132,                 1.1704,                0.75174,                 0.7087,                0.77935,                0.52151,                 1.3419,                 1.3353,                 1.5224,               0.004588,               0.004588,               0.004588
                    166,                 1.0797,                 1.0057,                 1.1986,                0.75356,                0.71488,                0.78305,                0.53501,                 1.2962,                 1.3417,                 1.4553,               0.004555,               0.004555,               0.004555
                    167,                 1.0839,                 1.0084,                 1.1834,                0.81086,                0.69175,                0.77826,                0.52654,                 1.2936,                 1.3555,                  1.482,               0.004522,               0.004522,               0.004522
                    168,                 1.1011,                 1.0067,                  1.184,                0.79419,                0.72295,                0.77667,                0.52565,                 1.3004,                 1.3886,                 1.4916,               0.004489,               0.004489,               0.004489
                    169,                 1.1035,                 1.0626,                 1.1691,                0.76249,                0.71588,                0.77223,                0.53541,                 1.3176,                 1.4386,                 1.4851,               0.004456,               0.004456,               0.004456
                    170,                 1.0892,                0.97514,                 1.1669,                0.78102,                0.69888,                0.77212,                0.52931,                 1.3285,                 1.3956,                 1.5042,               0.004423,               0.004423,               0.004423
                    171,                 1.0491,                0.99459,                 1.1699,                0.78347,                0.73563,                0.79121,                 0.5417,                 1.3109,                 1.3244,                 1.4851,                0.00439,                0.00439,                0.00439
                    172,                 1.0568,                0.95644,                 1.1726,                 0.8183,                0.70076,                0.79623,                0.54459,                 1.2957,                 1.3452,                 1.4765,               0.004357,               0.004357,               0.004357
                    173,                 1.0602,                 1.0043,                 1.1742,                0.81361,                0.70601,                0.78643,                0.52971,                 1.3258,                 1.3726,                 1.5217,               0.004324,               0.004324,               0.004324
                    174,                 1.0808,                 1.0146,                  1.173,                0.85977,                0.68219,                0.78757,                0.53235,                 1.3177,                 1.3504,                 1.5004,               0.004291,               0.004291,               0.004291
                    175,                 1.0938,                0.99798,                 1.1771,                0.83465,                0.71515,                0.79614,                 0.5294,                 1.3549,                 1.3107,                 1.5397,               0.004258,               0.004258,               0.004258
                    176,                 1.0917,                 1.0212,                 1.2029,                0.80784,                 0.7306,                0.79553,                0.53302,                 1.3362,                 1.3332,                 1.5151,               0.004225,               0.004225,               0.004225
                    177,                 1.0813,                 1.0005,                 1.1897,                 0.8164,                0.70009,                0.78123,                0.53514,                 1.2711,                 1.4358,                 1.4517,               0.004192,               0.004192,               0.004192
                    178,                 1.0701,                0.99859,                 1.1802,                 0.8035,                0.73066,                 0.7944,                0.52465,                 1.3446,                 1.3629,                 1.5237,               0.004159,               0.004159,               0.004159
                    179,                 1.0675,                 0.9822,                 1.1651,                0.81256,                0.69084,                0.78547,                0.53584,                 1.2983,                 1.3659,                 1.4707,               0.004126,               0.004126,               0.004126
                    180,                 1.0817,                 0.9733,                 1.1583,                0.80146,                0.69116,                0.78928,                0.54299,                 1.2783,                 1.3139,                 1.4538,               0.004093,               0.004093,               0.004093
                    181,                 1.0407,                0.93716,                  1.162,                0.80473,                0.67483,                0.78621,                 0.5386,                 1.3142,                 1.3117,                 1.4867,                0.00406,                0.00406,                0.00406
                    182,                  1.082,                0.96317,                 1.1645,                0.82905,                0.69374,                0.79585,                0.50678,                 1.3894,                 1.3196,                 1.5588,               0.004027,               0.004027,               0.004027
                    183,                  1.081,                0.98361,                 1.1782,                0.84449,                0.69904,                0.79724,                0.52641,                 1.3796,                 1.2908,                 1.5392,               0.003994,               0.003994,               0.003994
                    184,                  1.042,                0.91026,                 1.1593,                0.79588,                0.72331,                0.79368,                0.53893,                 1.3742,                 1.3061,                 1.5487,               0.003961,               0.003961,               0.003961
                    185,                 1.0611,                0.96908,                 1.1644,                0.81407,                0.73343,                0.79897,                0.54607,                 1.3203,                 1.3338,                 1.4824,               0.003928,               0.003928,               0.003928
                    186,                 1.0719,                0.95587,                  1.169,                0.83413,                0.70735,                0.79096,                0.52591,                 1.3616,                 1.3336,                  1.532,               0.003895,               0.003895,               0.003895
                    187,                 1.0941,                0.95396,                  1.183,                0.76962,                0.73354,                0.79916,                0.55005,                 1.2755,                 1.2984,                 1.4552,               0.003862,               0.003862,               0.003862
                    188,                 1.0653,                0.94556,                 1.1457,                0.79467,                 0.7153,                0.79367,                0.53682,                 1.3097,                 1.3258,                 1.4852,               0.003829,               0.003829,               0.003829
                    189,                  1.088,                 1.0013,                 1.1609,                0.82086,                0.71056,                 0.7859,                0.53163,                 1.3274,                 1.2985,                 1.5035,               0.003796,               0.003796,               0.003796
                    190,                 1.0685,                 0.9821,                 1.1846,                0.82001,                 0.7104,                0.79734,                0.54794,                    1.3,                  1.312,                 1.4776,               0.003763,               0.003763,               0.003763
                    191,                 1.1027,                 1.0166,                  1.175,                0.81707,                 0.7119,                0.79675,                0.54585,                 1.2938,                 1.3225,                 1.4721,                0.00373,                0.00373,                0.00373
                    192,                 1.0407,                0.93438,                 1.1494,                0.77221,                0.71649,                0.78519,                0.54045,                 1.2988,                 1.3312,                 1.4861,               0.003697,               0.003697,               0.003697
                    193,                 1.0734,                0.95971,                 1.1648,                0.77929,                0.71933,                 0.7966,                0.54117,                 1.3178,                 1.3126,                 1.5052,               0.003664,               0.003664,               0.003664
                    194,                 1.0652,                0.93954,                 1.1407,                0.75991,                0.76451,                0.80592,                 0.5458,                 1.3328,                 1.2589,                 1.5252,               0.003631,               0.003631,               0.003631
                    195,                 1.0388,                0.92505,                 1.1518,                0.84584,                0.68129,                 0.8053,                0.53946,                  1.338,                 1.3122,                 1.5252,               0.003598,               0.003598,               0.003598
                    196,                 1.0627,                0.93327,                 1.1331,                0.78025,                0.72892,                0.80615,                0.55647,                 1.2863,                 1.2815,                 1.4735,               0.003565,               0.003565,               0.003565
                    197,                 1.0267,                0.94681,                 1.1464,                0.81595,                0.69295,                0.78504,                0.54955,                 1.2553,                  1.348,                 1.4388,               0.003532,               0.003532,               0.003532
                    198,                 1.0238,                0.92084,                 1.1532,                0.78185,                0.72337,                0.80288,                0.55535,                 1.2792,                 1.3266,                 1.4688,               0.003499,               0.003499,               0.003499
                    199,                 1.0592,                0.96445,                 1.1909,                0.81827,                0.74055,                0.81306,                0.55728,                 1.2814,                 1.3171,                 1.4671,               0.003466,               0.003466,               0.003466
                    200,                 1.0689,                0.96577,                 1.1824,                0.86366,                0.70861,                0.80696,                0.54971,                   1.31,                 1.3452,                 1.4881,               0.003433,               0.003433,               0.003433
                    201,                 1.0645,                0.95633,                 1.1327,                0.82761,                0.74475,                0.80588,                 0.5422,                 1.3176,                 1.3055,                 1.4897,                 0.0034,                 0.0034,                 0.0034
                    202,                 1.0353,                0.93426,                 1.1576,                0.81621,                 0.7238,                0.79907,                0.54865,                 1.2888,                 1.3288,                 1.4607,               0.003367,               0.003367,               0.003367
                    203,                 1.0795,                0.99272,                 1.1761,                 0.7983,                0.73251,                0.80205,                0.54449,                 1.3232,                 1.3267,                 1.4937,               0.003334,               0.003334,               0.003334
                    204,                 1.0527,                0.95484,                 1.1623,                0.79128,                0.73138,                 0.7976,                0.54899,                 1.2801,                 1.3096,                 1.4503,               0.003301,               0.003301,               0.003301
                    205,                 1.0412,                0.90927,                 1.1337,                0.81662,                0.72604,                0.80508,                0.53718,                 1.3171,                 1.2914,                 1.4979,               0.003268,               0.003268,               0.003268
                    206,                  1.023,                0.93034,                 1.1452,                0.86322,                0.70612,                0.81655,                0.56189,                 1.2726,                 1.2407,                 1.4526,               0.003235,               0.003235,               0.003235
                    207,                 1.0283,                0.93597,                 1.1506,                0.80666,                0.72192,                0.80774,                0.55963,                 1.2726,                  1.259,                 1.4505,               0.003202,               0.003202,               0.003202
                    208,                 1.0438,                0.93946,                 1.1903,                0.81928,                0.74089,                0.82024,                0.55193,                 1.3069,                 1.2443,                 1.4868,               0.003169,               0.003169,               0.003169
                    209,                 1.0225,                0.89533,                 1.1254,                0.85117,                 0.7247,                0.81648,                0.53656,                 1.3809,                 1.2558,                  1.563,               0.003136,               0.003136,               0.003136
                    210,                 0.9998,                0.90775,                 1.1531,                 0.7717,                0.74092,                0.81203,                0.55635,                 1.3136,                 1.2605,                 1.5019,               0.003103,               0.003103,               0.003103
                    211,                 1.0184,                0.87743,                 1.1509,                0.85487,                0.70928,                 0.8054,                0.55372,                 1.2904,                 1.2381,                  1.476,                0.00307,                0.00307,                0.00307
                    212,                 1.0248,                0.90947,                 1.1353,                0.85631,                0.70851,                0.80975,                0.55457,                 1.3061,                 1.2361,                 1.4835,               0.003037,               0.003037,               0.003037
                    213,                 1.0216,                0.90551,                 1.1279,                0.84138,                0.73045,                0.82337,                0.56598,                 1.2962,                 1.2143,                 1.4751,               0.003004,               0.003004,               0.003004
                    214,                 1.0081,                0.86943,                 1.1432,                0.87915,                0.72167,                0.82398,                0.56969,                 1.2716,                 1.2207,                 1.4418,               0.002971,               0.002971,               0.002971
                    215,                 1.0223,                0.87054,                 1.1295,                0.85501,                0.72468,                0.81684,                0.56202,                 1.2666,                 1.2619,                 1.4562,               0.002938,               0.002938,               0.002938
                    216,                 1.0007,                0.88348,                 1.1314,                0.86034,                0.74345,                0.82301,                0.56757,                 1.2575,                  1.257,                 1.4426,               0.002905,               0.002905,               0.002905
                    217,                0.98453,                0.86625,                 1.1184,                0.82915,                0.70825,                0.80345,                0.55547,                 1.2668,                 1.2749,                 1.4478,               0.002872,               0.002872,               0.002872
                    218,                 1.0473,                0.92177,                 1.1818,                0.86706,                0.70072,                0.81894,                0.55983,                 1.2974,                 1.2667,                 1.4661,               0.002839,               0.002839,               0.002839
                    219,                 1.0227,                0.89558,                 1.1295,                0.82461,                0.74871,                0.82626,                0.56442,                 1.2971,                 1.2492,                 1.4632,               0.002806,               0.002806,               0.002806
                    220,                 1.0019,                0.85726,                 1.1311,                0.82952,                0.74447,                0.82763,                0.56956,                 1.2681,                 1.2439,                 1.4489,               0.002773,               0.002773,               0.002773
                    221,                 1.0139,                0.88713,                 1.1316,                0.82193,                0.74757,                0.81464,                0.55315,                  1.299,                 1.2563,                 1.4718,                0.00274,                0.00274,                0.00274
                    222,                 1.0384,                0.93662,                 1.1545,                0.82822,                0.71573,                0.81091,                0.55475,                  1.294,                 1.2624,                 1.4682,               0.002707,               0.002707,               0.002707
                    223,                 1.0026,                0.88249,                 1.1384,                0.85139,                0.72767,                0.81971,                0.55933,                 1.2782,                  1.284,                 1.4583,               0.002674,               0.002674,               0.002674
                    224,                 1.0337,                0.90299,                 1.1207,                0.88983,                0.71816,                0.82988,                0.55858,                    1.3,                 1.2599,                 1.4835,               0.002641,               0.002641,               0.002641
                    225,                 1.0282,                0.88468,                 1.1563,                0.86051,                 0.7353,                0.82968,                0.55991,                 1.2932,                 1.2324,                 1.4618,               0.002608,               0.002608,               0.002608
                    226,                  1.006,                0.89263,                  1.139,                0.87276,                0.73471,                0.82685,                0.56945,                 1.2856,                 1.2156,                 1.4627,               0.002575,               0.002575,               0.002575
                    227,                 1.0111,                0.88631,                 1.1335,                0.86193,                0.71684,                0.82245,                0.56958,                 1.2913,                 1.2042,                  1.465,               0.002542,               0.002542,               0.002542
                    228,                0.99464,                0.85171,                 1.1275,                0.87087,                0.72057,                0.81976,                0.55987,                  1.297,                 1.2278,                 1.4679,               0.002509,               0.002509,               0.002509
                    229,                0.99646,                 0.8546,                 1.1099,                0.84458,                0.72572,                0.82342,                0.57235,                 1.2708,                 1.2176,                 1.4504,               0.002476,               0.002476,               0.002476
                    230,                0.99741,                0.88627,                 1.1391,                0.83745,                0.72497,                 0.8181,                0.56563,                  1.279,                 1.2348,                 1.4624,               0.002443,               0.002443,               0.002443
                    231,                 1.0105,                0.87537,                 1.1163,                0.83968,                0.74252,                0.82954,                0.56875,                 1.2987,                 1.2018,                 1.4746,                0.00241,                0.00241,                0.00241
                    232,                0.98115,                0.85484,                 1.1258,                0.85812,                0.71762,                0.82437,                0.56992,                 1.2716,                 1.2229,                 1.4516,               0.002377,               0.002377,               0.002377
                    233,                 1.0062,                0.86363,                 1.1371,                0.85606,                0.71848,                0.82014,                 0.5687,                 1.2687,                 1.2494,                 1.4578,               0.002344,               0.002344,               0.002344
                    234,                0.99866,                0.89469,                 1.1432,                0.86457,                0.71748,                0.82966,                 0.5686,                 1.2794,                 1.2136,                 1.4546,               0.002311,               0.002311,               0.002311
                    235,                0.99404,                0.88373,                 1.1232,                 0.8436,                0.74379,                0.83027,                0.57714,                  1.289,                 1.2077,                 1.4605,               0.002278,               0.002278,               0.002278
                    236,                0.98094,                0.87791,                 1.1324,                0.85807,                 0.7386,                0.83402,                0.56962,                 1.3316,                 1.2102,                  1.507,               0.002245,               0.002245,               0.002245
                    237,                 1.0192,                0.88187,                 1.1507,                0.82017,                0.74864,                0.82044,                0.56292,                 1.3167,                 1.2414,                 1.4879,               0.002212,               0.002212,               0.002212
                    238,                0.99612,                0.89351,                 1.1278,                0.82935,                0.74789,                0.82561,                0.56773,                 1.2805,                 1.2256,                 1.4639,               0.002179,               0.002179,               0.002179
                    239,                  1.003,                0.85858,                 1.1324,                0.85303,                0.74068,                0.83026,                0.57308,                 1.2931,                 1.1884,                 1.4702,               0.002146,               0.002146,               0.002146
                    240,                0.99255,                0.86539,                  1.131,                0.81007,                0.77647,                 0.8313,                0.57204,                 1.2689,                 1.1657,                 1.4465,               0.002113,               0.002113,               0.002113
                    241,                 1.0173,                0.87831,                 1.1462,                 0.8446,                0.74307,                0.82772,                0.57568,                 1.2658,                 1.1788,                 1.4483,                0.00208,                0.00208,                0.00208
                    242,                0.99095,                0.85922,                 1.1268,                0.83006,                 0.7445,                0.82148,                0.56609,                 1.2703,                 1.1859,                 1.4467,               0.002047,               0.002047,               0.002047
                    243,                0.99186,                0.83063,                 1.1123,                 0.8801,                0.72965,                0.82281,                0.56664,                  1.266,                 1.1857,                 1.4524,               0.002014,               0.002014,               0.002014
                    244,                0.99293,                0.82436,                 1.0998,                0.85352,                0.72209,                 0.8208,                0.57319,                 1.2398,                 1.1856,                  1.428,               0.001981,               0.001981,               0.001981
                    245,                0.99245,                0.85599,                 1.1064,                0.83971,                0.74278,                0.82393,                0.57226,                 1.2621,                  1.216,                 1.4518,               0.001948,               0.001948,               0.001948
                    246,                 1.0144,                 0.9146,                 1.1509,                0.85093,                  0.729,                0.82154,                0.56537,                 1.2835,                 1.2065,                 1.4802,               0.001915,               0.001915,               0.001915
                    247,                0.96279,                0.85797,                 1.1003,                0.86841,                0.70468,                0.82323,                0.57104,                 1.2799,                 1.1891,                 1.4722,               0.001882,               0.001882,               0.001882
                    248,                 0.9919,                0.83916,                 1.1213,                0.85515,                0.74127,                0.82443,                0.56547,                 1.2905,                 1.2162,                 1.4848,               0.001849,               0.001849,               0.001849
                    249,                0.99134,                0.87368,                 1.1377,                0.83501,                  0.743,                 0.8239,                0.57011,                 1.2919,                 1.2247,                 1.4813,               0.001816,               0.001816,               0.001816
                    250,                0.97354,                0.84962,                  1.127,                0.85962,                 0.7088,                0.82557,                0.56276,                 1.2975,                 1.2228,                 1.4796,               0.001783,               0.001783,               0.001783
                    251,                0.98523,                0.86701,                 1.1197,                0.81757,                 0.7565,                0.82335,                 0.5638,                 1.3075,                 1.2142,                 1.4868,                0.00175,                0.00175,                0.00175
                    252,                0.96089,                0.82887,                 1.1201,                0.82174,                0.73195,                0.82009,                0.56855,                 1.2694,                 1.1933,                 1.4464,               0.001717,               0.001717,               0.001717
                    253,                0.96494,                0.82667,                 1.1078,                0.84423,                0.72406,                0.81818,                0.56808,                 1.2626,                 1.2175,                 1.4554,               0.001684,               0.001684,               0.001684
                    254,                0.97021,                0.85937,                 1.1309,                0.86275,                0.72162,                0.81947,                0.56818,                 1.2553,                 1.2378,                 1.4443,               0.001651,               0.001651,               0.001651
                    255,                 1.0011,                0.87597,                  1.156,                0.84306,                0.72057,                0.82099,                0.56816,                 1.2757,                 1.2063,                 1.4628,               0.001618,               0.001618,               0.001618
                    256,                0.96554,                 0.8382,                 1.1037,                0.82936,                0.75112,                0.82178,                0.57086,                 1.2802,                 1.2079,                 1.4707,               0.001585,               0.001585,               0.001585
                    257,                 1.0046,                 0.8573,                 1.1392,                0.84075,                0.73375,                0.82061,                0.57127,                 1.2917,                 1.2072,                 1.4727,               0.001552,               0.001552,               0.001552
                    258,                 1.0023,                0.88515,                 1.1302,                0.86382,                0.70075,                0.82327,                0.56693,                 1.2997,                 1.1936,                 1.4853,               0.001519,               0.001519,               0.001519
                    259,                0.97709,                0.83271,                  1.122,                0.85627,                0.70172,                0.82339,                0.55851,                 1.3097,                   1.21,                 1.5002,               0.001486,               0.001486,               0.001486
                    260,                 0.9785,                 0.8435,                 1.0997,                0.83248,                0.72813,                0.82469,                0.56677,                 1.2872,                 1.1994,                 1.4757,               0.001453,               0.001453,               0.001453
                    261,                0.95778,                0.84723,                 1.1249,                0.81151,                0.75508,                0.82201,                0.56905,                 1.2872,                 1.2206,                 1.4727,                0.00142,                0.00142,                0.00142
                    262,                0.96859,                0.85081,                 1.1251,                0.84568,                0.72853,                  0.822,                 0.5703,                 1.2762,                 1.2453,                  1.457,               0.001387,               0.001387,               0.001387
                    263,                0.98381,                0.86154,                 1.1399,                 0.8572,                0.72361,                0.81976,                0.56562,                 1.2892,                 1.2309,                  1.462,               0.001354,               0.001354,               0.001354
                    264,                0.97834,                0.83015,                 1.1061,                0.84892,                0.73196,                0.82178,                0.56981,                 1.2859,                 1.2177,                 1.4565,               0.001321,               0.001321,               0.001321
                    265,                0.93684,                0.80397,                 1.0846,                0.85816,                0.75094,                0.82735,                0.57268,                 1.2862,                  1.204,                 1.4602,               0.001288,               0.001288,               0.001288
                    266,                0.97911,                0.85244,                 1.1152,                0.82649,                0.75807,                0.82383,                 0.5682,                 1.2991,                 1.2063,                 1.4797,               0.001255,               0.001255,               0.001255
                    267,                  0.976,                0.82672,                 1.1189,                0.84405,                0.75933,                 0.8303,                0.57345,                 1.2788,                 1.1933,                  1.463,               0.001222,               0.001222,               0.001222
                    268,                0.98169,                0.84617,                 1.0975,                0.83722,                0.75486,                0.82432,                0.56426,                 1.2799,                 1.1832,                 1.4628,               0.001189,               0.001189,               0.001189
                    269,                0.95333,                0.81608,                 1.0953,                0.84023,                0.75405,                0.82558,                0.56765,                 1.2852,                 1.1836,                 1.4683,               0.001156,               0.001156,               0.001156
                    270,                0.97219,                0.84872,                 1.1214,                0.82393,                0.76768,                 0.8297,                0.57281,                 1.2935,                 1.2026,                 1.4733,               0.001123,               0.001123,               0.001123
                    271,                0.97043,                0.83919,                 1.0998,                0.82365,                0.77064,                0.83376,                0.57376,                 1.2903,                 1.1852,                 1.4708,                0.00109,                0.00109,                0.00109
                    272,                0.94336,                 0.7933,                 1.0959,                  0.824,                0.76039,                0.83071,                0.57079,                  1.291,                  1.179,                 1.4722,               0.001057,               0.001057,               0.001057
                    273,                0.95352,                0.82869,                 1.1127,                 0.8471,                0.73038,                 0.8326,                0.57297,                 1.3034,                 1.1782,                 1.4845,               0.001024,               0.001024,               0.001024
                    274,                0.96789,                0.83029,                 1.1238,                 0.8251,                0.75475,                0.83339,                0.57437,                 1.2934,                 1.1756,                 1.4759,               0.000991,               0.000991,               0.000991
                    275,                0.96594,                0.82253,                 1.1153,                0.81668,                0.76715,                0.83511,                0.57574,                 1.2888,                 1.1838,                 1.4708,               0.000958,               0.000958,               0.000958
                    276,                0.98398,                0.82948,                 1.1242,                0.82931,                0.76761,                0.83298,                0.57799,                  1.273,                 1.1939,                 1.4539,               0.000925,               0.000925,               0.000925
                    277,                 0.9479,                0.82934,                 1.0976,                0.85207,                0.75782,                0.83768,                0.57665,                  1.278,                 1.2044,                 1.4651,               0.000892,               0.000892,               0.000892
                    278,                0.96324,                0.83026,                 1.1255,                0.83675,                0.76672,                0.83335,                0.57319,                 1.2737,                 1.2104,                 1.4611,               0.000859,               0.000859,               0.000859
                    279,                0.92939,                0.80405,                 1.1066,                0.84583,                0.75907,                0.83241,                0.56782,                 1.2741,                 1.2074,                 1.4654,               0.000826,               0.000826,               0.000826
                    280,                0.94046,                0.82404,                 1.1007,                0.85335,                0.75373,                0.83272,                0.57125,                 1.2719,                  1.201,                  1.463,               0.000793,               0.000793,               0.000793
                    281,                0.95793,                0.82007,                 1.0913,                 0.8371,                0.75869,                0.83125,                0.56807,                 1.2737,                 1.2017,                 1.4657,                0.00076,                0.00076,                0.00076
                    282,                0.96625,                0.81351,                 1.1031,                 0.8145,                0.75842,                0.82736,                0.56363,                 1.2759,                 1.2007,                 1.4658,               0.000727,               0.000727,               0.000727
                    283,                0.96311,                0.82254,                 1.1145,                0.82767,                0.75488,                0.82773,                0.56217,                 1.2904,                 1.2063,                 1.4737,               0.000694,               0.000694,               0.000694
                    284,                0.95543,                0.79738,                 1.0993,                 0.8374,                0.73821,                0.82585,                0.56101,                 1.2861,                 1.1983,                  1.469,               0.000661,               0.000661,               0.000661
                    285,                0.94513,                0.81281,                 1.1108,                 0.8433,                0.73903,                0.82497,                0.56482,                 1.2729,                  1.188,                  1.459,               0.000628,               0.000628,               0.000628
                    286,                 0.9463,                 0.8191,                   1.11,                0.84302,                0.72634,                0.82956,                0.57005,                  1.279,                 1.1807,                 1.4689,               0.000595,               0.000595,               0.000595
                    287,                0.95731,                0.82567,                 1.1003,                0.85865,                0.73215,                0.83804,                0.57644,                 1.2803,                 1.1788,                 1.4728,               0.000562,               0.000562,               0.000562
                    288,                0.93769,                0.82252,                 1.1119,                0.87027,                0.74187,                0.84524,                  0.584,                 1.2741,                  1.177,                 1.4649,               0.000529,               0.000529,               0.000529
                    289,                0.95324,                0.81409,                 1.1098,                0.86481,                0.74902,                0.84674,                0.58282,                 1.2897,                 1.1767,                 1.4817,               0.000496,               0.000496,               0.000496
                    290,                0.95259,                0.80529,                 1.1086,                0.82741,                0.76183,                0.83912,                0.57468,                 1.2949,                 1.1834,                 1.4843,               0.000463,               0.000463,               0.000463
                    291,                0.95183,                0.82052,                 1.1091,                0.83805,                0.76293,                0.83749,                0.57739,                 1.2786,                 1.1833,                 1.4641,                0.00043,                0.00043,                0.00043
                    292,                0.95746,                0.82899,                 1.0921,                 0.8417,                0.75182,                0.83616,                0.57327,                 1.2834,                 1.1841,                 1.4705,               0.000397,               0.000397,               0.000397
                    293,                0.95768,                0.81042,                 1.1067,                0.86059,                0.74747,                0.83534,                0.57571,                 1.2739,                 1.1829,                 1.4629,               0.000364,               0.000364,               0.000364
                    294,                0.91634,                0.75756,                   1.09,                0.84576,                0.75917,                0.83322,                 0.5726,                 1.2728,                 1.1908,                 1.4622,               0.000331,               0.000331,               0.000331
                    295,                0.95755,                0.83155,                 1.0858,                0.84053,                0.75456,                0.83217,                0.56966,                 1.2811,                 1.1888,                 1.4729,               0.000298,               0.000298,               0.000298
                    296,                0.94428,                0.82583,                 1.1288,                 0.8603,                 0.7355,                0.83262,                 0.5715,                 1.2763,                 1.1805,                 1.4669,               0.000265,               0.000265,               0.000265
                    297,                0.93696,                0.82682,                 1.1003,                0.84349,                 0.7611,                 0.8361,                0.57772,                 1.2738,                 1.1751,                 1.4624,               0.000232,               0.000232,               0.000232
                    298,                0.94012,                0.78182,                 1.0821,                0.84375,                0.76236,                 0.8363,                0.57525,                 1.2781,                 1.1749,                 1.4675,               0.000199,               0.000199,               0.000199
                    299,                0.95132,                0.80338,                 1.1088,                0.85181,                0.75955,                0.83628,                0.57445,                 1.2796,                 1.1763,                 1.4716,               0.000166,               0.000166,               0.000166
