                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    151,                 1.1137,                 0.5952,                 1.1436,                0.89368,                0.76104,                0.83848,                0.50106,                 1.1615,                0.60762,                 1.1533,               0.002575,               0.002575,               0.002575
                    152,                 1.0693,                0.57008,                 1.1108,                0.88029,                0.76707,                0.84149,                0.49757,                 1.1512,                0.60964,                 1.1379,              0.0025255,              0.0025255,              0.0025255
                    153,                  1.056,                0.58187,                 1.1353,                0.87425,                 0.7992,                0.86167,                0.50832,                 1.1432,                0.59526,                 1.1391,               0.002476,               0.002476,               0.002476
                    154,                 1.1042,                0.60248,                   1.13,                0.87478,                 0.7751,                0.84655,                  0.493,                 1.1892,                0.61223,                 1.1627,              0.0024265,              0.0024265,              0.0024265
                    155,                 1.0631,                0.58656,                  1.128,                0.89026,                0.76305,                0.84275,                0.49026,                 1.2092,                0.61527,                 1.1743,               0.002377,               0.002377,               0.002377
                    156,                 1.0869,                0.57265,                 1.1438,                0.89315,                0.76305,                0.85431,                0.50011,                 1.1924,                0.61428,                  1.164,              0.0023275,              0.0023275,              0.0023275
                    157,                 1.1112,                0.60488,                 1.1214,                0.85868,                0.73205,                0.81148,                0.46736,                 1.2441,                0.64625,                 1.1739,               0.002278,               0.002278,               0.002278
                    158,                 1.0469,                0.58203,                 1.1237,                0.88294,                  0.749,                0.83797,                0.48882,                 1.1935,                0.61402,                 1.1612,              0.0022285,              0.0022285,              0.0022285
                    159,                 1.0668,                0.57608,                 1.1303,                0.89603,                0.76143,                0.84761,                0.50808,                 1.1524,                0.60367,                 1.1405,               0.002179,               0.002179,               0.002179
                    160,                 1.0627,                0.57544,                 1.1009,                0.87786,                 0.7249,                 0.8159,                0.49025,                 1.1734,                0.61221,                 1.1404,              0.0021295,              0.0021295,              0.0021295
                    161,                 1.0566,                0.56591,                 1.1236,                0.87353,                 0.6988,                0.79867,                0.47729,                 1.1857,                0.61842,                 1.1527,                0.00208,                0.00208,                0.00208
                    162,                 1.0482,                0.56034,                 1.1238,                0.88525,                0.76305,                0.85426,                0.50442,                 1.1595,                 0.5952,                 1.1433,              0.0020305,              0.0020305,              0.0020305
                    163,                 1.0482,                0.56077,                 1.1119,                0.86514,                0.73428,                0.80439,                0.46938,                 1.2219,                0.61866,                 1.1529,               0.001981,               0.001981,               0.001981
                    164,                 1.0271,                 0.5498,                 1.1033,                 0.8823,                0.72252,                0.80322,                0.48008,                 1.1911,                0.61663,                 1.1474,              0.0019315,              0.0019315,              0.0019315
                    165,                 1.0679,                0.58218,                 1.1161,                0.86552,                0.73092,                0.80914,                0.48494,                  1.179,                0.61123,                  1.139,               0.001882,               0.001882,               0.001882
                    166,                 1.0184,                0.55398,                 1.1073,                0.88632,                 0.7751,                0.85015,                0.50727,                 1.1531,                0.60108,                 1.1502,              0.0018325,              0.0018325,              0.0018325
                    167,                 1.0178,                0.55298,                 1.0984,                0.87214,                0.75703,                0.84351,                0.50179,                 1.1672,                0.59596,                 1.1479,               0.001783,               0.001783,               0.001783
                    168,                 1.0292,                0.56951,                 1.0958,                0.87498,                0.74485,                0.83089,                 0.5079,                 1.1236,                0.58387,                 1.1301,              0.0017335,              0.0017335,              0.0017335
                    169,                 1.0187,                0.54973,                 1.1036,                0.86085,                0.73293,                0.81331,                 0.4907,                 1.1676,                0.60491,                 1.1378,               0.001684,               0.001684,               0.001684
                    170,                 1.0265,                0.55755,                 1.1026,                0.86764,                 0.7008,                0.78082,                 0.4856,                 1.1438,                0.60477,                  1.129,              0.0016345,              0.0016345,              0.0016345
                    171,                 1.0117,                0.54646,                  1.106,                0.87496,                0.76104,                0.83949,                0.51021,                 1.1365,                 0.5985,                  1.129,               0.001585,               0.001585,               0.001585
                    172,                 1.0226,                0.55449,                 1.0935,                0.86877,                0.74297,                0.82555,                0.49512,                  1.148,                0.60688,                 1.1337,              0.0015355,              0.0015355,              0.0015355
                    173,                 1.0223,                0.56953,                 1.0943,                0.86318,                0.76012,                0.83545,                0.50261,                 1.1366,                0.59517,                 1.1285,               0.001486,               0.001486,               0.001486
                    174,                 1.0293,                0.55531,                 1.0872,                0.86561,                0.75018,                 0.8385,                0.50742,                 1.1378,                0.58679,                 1.1251,              0.0014365,              0.0014365,              0.0014365
                    175,                  1.006,                0.54465,                 1.0903,                0.87058,                0.74293,                0.82898,                0.50403,                 1.1334,                0.58594,                 1.1238,               0.001387,               0.001387,               0.001387
                    176,                 1.0087,                0.53296,                 1.0797,                0.87051,                0.71687,                0.81704,                 0.4986,                 1.1282,                0.59499,                 1.1363,              0.0013375,              0.0013375,              0.0013375
                    177,                0.98313,                0.53454,                 1.0991,                0.87528,                0.73282,                0.82333,                0.51242,                 1.1072,                0.58344,                 1.1194,               0.001288,               0.001288,               0.001288
                    178,                 1.0199,                0.55662,                 1.1115,                0.86286,                0.75703,                0.82745,                0.50631,                 1.1153,                0.58055,                 1.1214,              0.0012385,              0.0012385,              0.0012385
                    179,                 1.0028,                0.53937,                 1.0887,                0.84808,                0.77349,                0.83438,                 0.5065,                 1.1393,                0.58541,                 1.1201,               0.001189,               0.001189,               0.001189
                    180,                 1.0233,                0.53571,                 1.0835,                0.87183,                0.75122,                0.83112,                0.51121,                 1.1132,                0.57654,                 1.1129,              0.0011395,              0.0011395,              0.0011395
                    181,                 1.0273,                0.54668,                 1.1081,                  0.875,                0.72691,                0.80951,                0.48912,                 1.1598,                0.59349,                 1.1277,                0.00109,                0.00109,                0.00109
                    182,                0.99888,                0.54926,                 1.1062,                0.89225,                0.75502,                0.83415,                0.50511,                 1.1561,                0.58816,                  1.128,              0.0010405,              0.0010405,              0.0010405
                    183,                 1.0013,                0.53552,                 1.0918,                0.88482,                0.76908,                0.83828,                0.50759,                 1.1162,                0.57745,                 1.1149,               0.000991,               0.000991,               0.000991
                    184,                0.99753,                0.54107,                 1.0932,                0.86254,                0.74341,                0.82121,                0.50269,                 1.1116,                0.57227,                 1.1208,              0.0009415,              0.0009415,              0.0009415
                    185,                 0.9724,                0.53729,                 1.0809,                0.87168,                0.75904,                0.84313,                0.50981,                 1.1055,                0.57706,                 1.1161,               0.000892,               0.000892,               0.000892
                    186,                0.95245,                0.51434,                 1.0792,                0.88719,                0.72644,                0.83191,                0.50823,                 1.1316,                0.58393,                 1.1276,              0.0008425,              0.0008425,              0.0008425
                    187,                 1.0112,                0.54094,                  1.094,                0.89587,                0.72289,                0.82028,                0.50211,                 1.1281,                 0.5837,                 1.1267,               0.000793,               0.000793,               0.000793
                    188,                 1.0103,                 0.5369,                 1.0834,                0.88252,                0.78436,                0.84643,                0.51523,                 1.0913,                0.57344,                 1.1088,              0.0007435,              0.0007435,              0.0007435
                    189,                 0.9692,                0.52357,                  1.077,                0.88094,                0.77263,                0.84072,                0.51726,                 1.0901,                0.57949,                  1.114,               0.000694,               0.000694,               0.000694
                    190,                 1.0303,                0.55451,                 1.0789,                0.86126,                0.75904,                0.83074,                0.50855,                 1.1223,                 0.5795,                 1.1142,              0.0006445,              0.0006445,              0.0006445
                    191,                0.99847,                0.53868,                 1.0863,                0.86945,                0.77711,                0.84439,                0.51857,                 1.0985,                0.56863,                 1.1099,               0.000595,               0.000595,               0.000595
                    192,                0.98866,                0.53125,                 1.0683,                0.85783,                0.73908,                0.81909,                0.50966,                 1.1004,                0.57356,                 1.1075,              0.0005455,              0.0005455,              0.0005455
                    193,                0.96104,                0.51992,                 1.0628,                0.86478,                0.75904,                0.83163,                 0.5169,                  1.084,                  0.569,                 1.0975,               0.000496,               0.000496,               0.000496
                    194,                0.98102,                0.53276,                 1.0673,                0.88531,                0.77501,                0.84626,                 0.5213,                 1.0764,                0.56598,                 1.0972,              0.0004465,              0.0004465,              0.0004465
                    195,                 1.0062,                0.53798,                 1.0759,                0.88736,                0.77514,                0.84506,                0.51966,                 1.0809,                0.56389,                 1.0967,               0.000397,               0.000397,               0.000397
                    196,                0.96204,                0.52505,                 1.0622,                0.87408,                0.77108,                0.84049,                0.52034,                 1.0736,                0.55874,                 1.0919,              0.0003475,              0.0003475,              0.0003475
                    197,                 1.0003,                0.53536,                 1.0644,                 0.8733,                0.76707,                 0.8366,                0.51789,                 1.0787,                 0.5639,                 1.0989,               0.000298,               0.000298,               0.000298
                    198,                0.96362,                0.51462,                 1.0663,                 0.8735,                 0.7626,                0.83139,                0.50931,                  1.083,                0.56381,                 1.1019,              0.0002485,              0.0002485,              0.0002485
                    199,                 0.9602,                0.51649,                 1.0618,                0.87166,                0.76377,                0.83673,                0.51323,                 1.0814,                0.55945,                 1.0984,               0.000199,               0.000199,               0.000199
